alpaca_symbol,security_name,exchange,ETF,Test Issue,qlib_symbol,universe_snapshot_source
ALP,Alpha Compute Corp  - Common Stock,NASDAQ,N,N,ALP,Nasdaq Trader Symbol Directory
ALPS,ALPS Group Inc - Ordinary Share,NASDAQ,N,N,ALPS,Nasdaq Trader Symbol Directory
ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ,N,N,ALRM,Nasdaq Trader Symbol Directory
ALRS,Alerus Financial Corporation - Common Stock,NASDAQ,N,N,ALRS,Nasdaq Trader Symbol Directory
ALSN,"Allison Transmission Holdings, Inc. Common Stock",NYSE,N,N,ALSN,Nasdaq Trader Symbol Directory
ALT,"Altimmune, Inc. - Common Stock",NASDAQ,N,N,ALT,Nasdaq Trader Symbol Directory
ALTG,Alta Equipment Group Inc. Class A Common Stock,NYSE,N,N,ALTG,Nasdaq Trader Symbol Directory
ALTI,"AlTi Global, Inc. - Class A Common Stock",NASDAQ,N,N,ALTI,Nasdaq Trader Symbol Directory
ALTO,"Alto Ingredients, Inc. - Common Stock",NASDAQ,N,N,ALTO,Nasdaq Trader Symbol Directory
ALV,"Autoliv, Inc. Common Stock",NYSE,N,N,ALV,Nasdaq Trader Symbol Directory
ALVO,Alvotech - Ordinary Shares,NASDAQ,N,N,ALVO,Nasdaq Trader Symbol Directory
ALX,"Alexander's, Inc. Common Stock",NYSE,N,N,ALX,Nasdaq Trader Symbol Directory
ALXO,ALX Oncology Holdings Inc. - Common Stock,NASDAQ,N,N,ALXO,Nasdaq Trader Symbol Directory
ALZN,"Alzamend Neuro, Inc. - Common Stock",NASDAQ,N,N,ALZN,Nasdaq Trader Symbol Directory
AM,Antero Midstream Corporation Common Stock,NYSE,N,N,AM,Nasdaq Trader Symbol Directory
AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,N,N,AMAL,Nasdaq Trader Symbol Directory
AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ,N,N,AMAT,Nasdaq Trader Symbol Directory
AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,N,N,AMBA,Nasdaq Trader Symbol Directory
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),NYSE American,N,N,AMBO,Nasdaq Trader Symbol Directory
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,NYSE,N,N,AMBP,Nasdaq Trader Symbol Directory
AMBQ,"Ambiq Micro, Inc. Common Stock",NYSE,N,N,AMBQ,Nasdaq Trader Symbol Directory
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",NYSE,N,N,AMC,Nasdaq Trader Symbol Directory
AMCI,AMC Robotics Corporation - Common Stock,NASDAQ,N,N,AMCI,Nasdaq Trader Symbol Directory
AMCR,Amcor plc Ordinary Shares,NYSE,N,N,AMCR,Nasdaq Trader Symbol Directory
AMCX,AMC Global Media Inc. - Class A Common Stock,NASDAQ,N,N,AMCX,Nasdaq Trader Symbol Directory
AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,N,N,AMD,Nasdaq Trader Symbol Directory
AME,"AMETEK, Inc.",NYSE,N,N,AME,Nasdaq Trader Symbol Directory
AMG,"Affiliated Managers Group, Inc. Common Stock",NYSE,N,N,AMG,Nasdaq Trader Symbol Directory
AMGN,Amgen Inc. - Common Stock,NASDAQ,N,N,AMGN,Nasdaq Trader Symbol Directory
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,NYSE,N,N,AMH,Nasdaq Trader Symbol Directory
AMIX,"Autonomix Medical, Inc. - Common Stock",NASDAQ,N,N,AMIX,Nasdaq Trader Symbol Directory
AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,N,N,AMKR,Nasdaq Trader Symbol Directory
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,AMLX,Nasdaq Trader Symbol Directory
AMN,AMN Healthcare Services Inc,NYSE,N,N,AMN,Nasdaq Trader Symbol Directory
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ,N,N,AMOD,Nasdaq Trader Symbol Directory
AMP,"Ameriprise Financial, Inc. Common Stock",NYSE,N,N,AMP,Nasdaq Trader Symbol Directory
AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ,N,N,AMPG,Nasdaq Trader Symbol Directory
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,AMPH,Nasdaq Trader Symbol Directory
AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ,N,N,AMPL,Nasdaq Trader Symbol Directory
AMPX,"Amprius Technologies, Inc. Common Stock",NYSE,N,N,AMPX,Nasdaq Trader Symbol Directory
AMPY,Amplify Energy Corp. Common Stock,NYSE,N,N,AMPY,Nasdaq Trader Symbol Directory
AMR,"Alpha Metallurgical Resources, Inc. Common Stock",NYSE,N,N,AMR,Nasdaq Trader Symbol Directory
AMRC,"Ameresco, Inc. Class A Common Stock",NYSE,N,N,AMRC,Nasdaq Trader Symbol Directory
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,N,N,AMRX,Nasdaq Trader Symbol Directory
AMRZ,Amrize Ltd Ordinary Shares,NYSE,N,N,AMRZ,Nasdaq Trader Symbol Directory
AMS,American Shared Hospital Services Common Stock,NYSE American,N,N,AMS,Nasdaq Trader Symbol Directory
AMSC,American Superconductor Corporation - Common Stock,NASDAQ,N,N,AMSC,Nasdaq Trader Symbol Directory
AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ,N,N,AMSF,Nasdaq Trader Symbol Directory
AMSS,AMASS Brands Inc. - Common Stock,NASDAQ,N,N,AMSS,Nasdaq Trader Symbol Directory
AMST,Amesite Inc. - Common Stock,NASDAQ,N,N,AMST,Nasdaq Trader Symbol Directory
AMT,American Tower Corporation (REIT) Common Stock,NYSE,N,N,AMT,Nasdaq Trader Symbol Directory
AMTB,Amerant Bancorp Inc. Class A Common Stock,NYSE,N,N,AMTB,Nasdaq Trader Symbol Directory
AMTM,"Amentum Holdings, Inc. Common Stock",NYSE,N,N,AMTM,Nasdaq Trader Symbol Directory
AMTX,"Aemetis, Inc - Common Stock",NASDAQ,N,N,AMTX,Nasdaq Trader Symbol Directory
AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",NYSE Arca,N,N,AMUB,Nasdaq Trader Symbol Directory
AMWL,American Well Corporation Class A Common Stock,NYSE,N,N,AMWL,Nasdaq Trader Symbol Directory
AMZE,"Amaze Holdings, Inc. Common Stock",NYSE American,N,N,AMZE,Nasdaq Trader Symbol Directory
AMZN,"Amazon.com, Inc. - Common Stock",NASDAQ,N,N,AMZN,Nasdaq Trader Symbol Directory
AN,"AutoNation, Inc. Common Stock",NYSE,N,N,AN,Nasdaq Trader Symbol Directory
ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,N,N,ANAB,Nasdaq Trader Symbol Directory
ANDE,"The Andersons, Inc. - Common Stock",NASDAQ,N,N,ANDE,Nasdaq Trader Symbol Directory
ANDG,Andersen Group Inc. Class A Common Stock,NYSE,N,N,ANDG,Nasdaq Trader Symbol Directory
ANET,"Arista Networks, Inc. Common Stock",NYSE,N,N,ANET,Nasdaq Trader Symbol Directory
ANF,Abercrombie & Fitch Company Common Stock,NYSE,N,N,ANF,Nasdaq Trader Symbol Directory
ANGH,Anghami Inc. - Ordinary Shares,NASDAQ,N,N,ANGH,Nasdaq Trader Symbol Directory
ANGI,Angi Inc. - Class A Common Stock,NASDAQ,N,N,ANGI,Nasdaq Trader Symbol Directory
ANGO,"AngioDynamics, Inc. - Common Stock",NASDAQ,N,N,ANGO,Nasdaq Trader Symbol Directory
ANGX,"Angel Studios, Inc. Class A Common Stock",NYSE,N,N,ANGX,Nasdaq Trader Symbol Directory
ANIK,Anika Therapeutics Inc. - Common Stock,NASDAQ,N,N,ANIK,Nasdaq Trader Symbol Directory
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ANIP,Nasdaq Trader Symbol Directory
ANIX,"Anixa Biosciences, Inc. - Common Stock",NASDAQ,N,N,ANIX,Nasdaq Trader Symbol Directory
ANNA,"AleAnna, Inc. - Class A Common Stock",NASDAQ,N,N,ANNA,Nasdaq Trader Symbol Directory
ANNX,"Annexon, Inc. - common stock",NASDAQ,N,N,ANNX,Nasdaq Trader Symbol Directory
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,NASDAQ,N,N,ANPA,Nasdaq Trader Symbol Directory
ANRO,"Alto Neuroscience, Inc. Common Stock",NYSE,N,N,ANRO,Nasdaq Trader Symbol Directory
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ,N,N,ANTA,Nasdaq Trader Symbol Directory
ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ,N,N,ANTX,Nasdaq Trader Symbol Directory
ANVS,"Annovis Bio, Inc. Common Stock",NYSE,N,N,ANVS,Nasdaq Trader Symbol Directory
ANY,Sphere 3D Corp. - Common Shares,NASDAQ,N,N,ANY,Nasdaq Trader Symbol Directory
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,NYSE,N,N,AOD,Nasdaq Trader Symbol Directory
AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",NYSE,N,N,AOMD,Nasdaq Trader Symbol Directory
AOMN,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029",NYSE,N,N,AOMN,Nasdaq Trader Symbol Directory
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",NYSE,N,N,AOMR,Nasdaq Trader Symbol Directory
AON,Aon plc Class A Ordinary Shares (Ireland),NYSE,N,N,AON,Nasdaq Trader Symbol Directory
AORT,"Artivion, Inc. Common Stock",NYSE,N,N,AORT,Nasdaq Trader Symbol Directory
AOS,A.O. Smith Corporation Common Stock,NYSE,N,N,AOS,Nasdaq Trader Symbol Directory
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,N,N,AOSL,Nasdaq Trader Symbol Directory
AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ,N,N,AOUT,Nasdaq Trader Symbol Directory
AP,Ampco-Pittsburgh Corporation Common Stock,NYSE,N,N,AP,Nasdaq Trader Symbol Directory
APA,APA Corporation - Common Stock,NASDAQ,N,N,APA,Nasdaq Trader Symbol Directory
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,NASDAQ,N,N,APAC,Nasdaq Trader Symbol Directory
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,NYSE,N,N,APAM,Nasdaq Trader Symbol Directory
APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ,N,N,APC,Nasdaq Trader Symbol Directory
APD,"Air Products and Chemicals, Inc. Common Stock",NYSE,N,N,APD,Nasdaq Trader Symbol Directory
APEI,"American Public Education, Inc. - Common Stock",NASDAQ,N,N,APEI,Nasdaq Trader Symbol Directory
APG,APi Group Corporation Common Stock,NYSE,N,N,APG,Nasdaq Trader Symbol Directory
APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,N,N,APGE,Nasdaq Trader Symbol Directory
APH,Amphenol Corporation Common Stock,NYSE,N,N,APH,Nasdaq Trader Symbol Directory
API,"Agora, Inc. - ADS",NASDAQ,N,N,API,Nasdaq Trader Symbol Directory
APLD,Applied Digital Corporation - Common Stock,NASDAQ,N,N,APLD,Nasdaq Trader Symbol Directory
APLE,"Apple Hospitality REIT, Inc. Common Shares",NYSE,N,N,APLE,Nasdaq Trader Symbol Directory
APLM,Apollomics Inc. - Class A Ordinary Shares,NASDAQ,N,N,APLM,Nasdaq Trader Symbol Directory
APMC,AmperCap Acquisition Company - Ordinary Shares,NASDAQ,N,N,APMC,Nasdaq Trader Symbol Directory
APMD,"Apnimed, Inc. - Common Stock",NASDAQ,N,N,APMD,Nasdaq Trader Symbol Directory
APO,"Apollo Global Management, Inc. (New) Common Stock",NYSE,N,N,APO,Nasdaq Trader Symbol Directory
APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ,N,N,APOG,Nasdaq Trader Symbol Directory
APOS,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",NYSE,N,N,APOS,Nasdaq Trader Symbol Directory
APP,Applovin Corporation - Class A Common Stock,NASDAQ,N,N,APP,Nasdaq Trader Symbol Directory
APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ,N,N,APPF,Nasdaq Trader Symbol Directory
APPN,Appian Corporation - Class A Common Stock,NASDAQ,N,N,APPN,Nasdaq Trader Symbol Directory
APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,N,N,APPS,Nasdaq Trader Symbol Directory
APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ,N,N,APRE,Nasdaq Trader Symbol Directory
APT,"Alpha Pro Tech, Ltd. Common Stock",NYSE American,N,N,APT,Nasdaq Trader Symbol Directory
APTV,Aptiv PLC Ordinary Shares,NYSE,N,N,APTV,Nasdaq Trader Symbol Directory
APUR,Aperture AC - Class A Ordinary Shares,NASDAQ,N,N,APUR,Nasdaq Trader Symbol Directory
APUS,"Apimeds Pharmaceuticals US, Inc. Common Stock",NYSE American,N,N,APUS,Nasdaq Trader Symbol Directory
APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ,N,N,APVO,Nasdaq Trader Symbol Directory
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",NASDAQ,N,N,APWC,Nasdaq Trader Symbol Directory
APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ,N,N,APXT,Nasdaq Trader Symbol Directory
APYX,Apyx Medical Corporation - Common Stock,NASDAQ,N,N,APYX,Nasdaq Trader Symbol Directory
AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ,N,N,AQB,Nasdaq Trader Symbol Directory
AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ,N,N,AQMS,Nasdaq Trader Symbol Directory
AQN,Algonquin Power & Utilities Corp. Common Shares,NYSE,N,N,AQN,Nasdaq Trader Symbol Directory
AQNB,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",NYSE,N,N,AQNB,Nasdaq Trader Symbol Directory
AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,N,N,AQST,Nasdaq Trader Symbol Directory
AR,Antero Resources Corporation Common Stock,NYSE,N,N,AR,Nasdaq Trader Symbol Directory
ARAI,Arrive AI Inc. - Common Stock,NASDAQ,N,N,ARAI,Nasdaq Trader Symbol Directory
ARAY,Accuray Incorporated - Common Stock,NASDAQ,N,N,ARAY,Nasdaq Trader Symbol Directory
ARBB,ARB IOT Group Limited - Ordinary Shares,NASDAQ,N,N,ARBB,Nasdaq Trader Symbol Directory
ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ,N,N,ARBE,Nasdaq Trader Symbol Directory
ARCB,ArcBest Corporation - Common Stock,NASDAQ,N,N,ARCB,Nasdaq Trader Symbol Directory
ARCC,Ares Capital Corporation - Closed End Fund,NASDAQ,N,N,ARCC,Nasdaq Trader Symbol Directory
ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,NASDAQ,N,N,ARCI,Nasdaq Trader Symbol Directory
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,NASDAQ,N,N,ARCL,Nasdaq Trader Symbol Directory
ARCO,Arcos Dorados Holdings Inc. Class A Shares,NYSE,N,N,ARCO,Nasdaq Trader Symbol Directory
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,N,N,ARCT,Nasdaq Trader Symbol Directory
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",NYSE,N,N,ARDC,Nasdaq Trader Symbol Directory
ARDT,"Ardent Health, Inc. Common Stock",NYSE,N,N,ARDT,Nasdaq Trader Symbol Directory
ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ,N,N,ARDX,Nasdaq Trader Symbol Directory
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",NYSE,N,N,ARE,Nasdaq Trader Symbol Directory
AREC,American Resources Corporation - Class A Common Stock,NASDAQ,N,N,AREC,Nasdaq Trader Symbol Directory
AREN,"The Arena Group Holdings, Inc. Common Stock",NYSE American,N,N,AREN,Nasdaq Trader Symbol Directory
ARES,Ares Management Corporation Class A Common Stock,NYSE,N,N,ARES,Nasdaq Trader Symbol Directory
ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ,N,N,ARHS,Nasdaq Trader Symbol Directory
ARI,"Apollo Commercial Real Estate Finance, Inc",NYSE,N,N,ARI,Nasdaq Trader Symbol Directory
ARIS,Aris Mining Corporation Common Shares,NYSE,N,N,ARIS,Nasdaq Trader Symbol Directory
ARKO,ARKO Corp. - Common Stock,NASDAQ,N,N,ARKO,Nasdaq Trader Symbol Directory
ARKR,Ark Restaurants Corp. - Common Stock,NASDAQ,N,N,ARKR,Nasdaq Trader Symbol Directory
ARL,"American Realty Investors, Inc. Common Stock",NYSE,N,N,ARL,Nasdaq Trader Symbol Directory
ARLO,"Arlo Technologies, Inc. Common Stock",NYSE,N,N,ARLO,Nasdaq Trader Symbol Directory
ARMK,Aramark Common Stock,NYSE,N,N,ARMK,Nasdaq Trader Symbol Directory
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",NYSE American,N,N,ARMP,Nasdaq Trader Symbol Directory
AROC,"Archrock, Inc. Common Stock",NYSE,N,N,AROC,Nasdaq Trader Symbol Directory
AROW,Arrow Financial Corporation - Common Stock,NASDAQ,N,N,AROW,Nasdaq Trader Symbol Directory
ARQ,"Arq, Inc. - Common Stock",NASDAQ,N,N,ARQ,Nasdaq Trader Symbol Directory
ARQQ,Arqit Quantum Inc. - Ordinary Shares,NASDAQ,N,N,ARQQ,Nasdaq Trader Symbol Directory
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,N,N,ARQT,Nasdaq Trader Symbol Directory
ARR,"ARMOUR Residential REIT, Inc.",NYSE,N,N,ARR,Nasdaq Trader Symbol Directory
ARRY,"Array Technologies, Inc. - Common Stock",NASDAQ,N,N,ARRY,Nasdaq Trader Symbol Directory
ARTL,"Artelo Biosciences, Inc. - Common Stock",NASDAQ,N,N,ARTL,Nasdaq Trader Symbol Directory
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,NASDAQ,N,N,ARTNA,Nasdaq Trader Symbol Directory
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,ARTV,Nasdaq Trader Symbol Directory
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",NASDAQ,N,N,ARTW,Nasdaq Trader Symbol Directory
ARVN,"Arvinas, Inc. - Common Stock",NASDAQ,N,N,ARVN,Nasdaq Trader Symbol Directory
ARW,"Arrow Electronics, Inc. Common Stock",NYSE,N,N,ARW,Nasdaq Trader Symbol Directory
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ARWR,Nasdaq Trader Symbol Directory
ARX,Accelerant Holdings Class A Common Shares,NYSE,N,N,ARX,Nasdaq Trader Symbol Directory
ARXS,"Arxis, Inc. - Class A Common Stock",NASDAQ,N,N,ARXS,Nasdaq Trader Symbol Directory
AS,"Amer Sports, Inc. Ordinary Shares",NYSE,N,N,AS,Nasdaq Trader Symbol Directory
ASA,ASA  Gold and Precious Metals Limited,NYSE,N,N,ASA,Nasdaq Trader Symbol Directory
ASAN,"Asana, Inc. Class A Common Stock",NYSE,N,N,ASAN,Nasdaq Trader Symbol Directory
ASB,Associated Banc-Corp Common Stock,NYSE,N,N,ASB,Nasdaq Trader Symbol Directory
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,NYSE,N,N,ASBA,Nasdaq Trader Symbol Directory
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",NASDAQ,N,N,ASBP,Nasdaq Trader Symbol Directory
ASC,Ardmore Shipping Corporation Common Stock,NYSE,N,N,ASC,Nasdaq Trader Symbol Directory
ASG,"Liberty All-Star Growth Fund, Inc.",NYSE,N,N,ASG,Nasdaq Trader Symbol Directory
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,NYSE,N,N,ASGI,Nasdaq Trader Symbol Directory
ASH,Ashland Inc. Common Stock,NYSE,N,N,ASH,Nasdaq Trader Symbol Directory
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,NYSE,N,N,ASIC,Nasdaq Trader Symbol Directory
ASIX,AdvanSix Inc. Common Stock ,NYSE,N,N,ASIX,Nasdaq Trader Symbol Directory
ASLE,AerSale Corporation - Common Stock,NASDAQ,N,N,ASLE,Nasdaq Trader Symbol Directory
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),NYSE American,N,N,ASM,Nasdaq Trader Symbol Directory
ASMB,"Assembly Biosciences, Inc. - Common Stock",NASDAQ,N,N,ASMB,Nasdaq Trader Symbol Directory
ASML,ASML Holding N.V. - New York Registry Shares,NASDAQ,N,N,ASML,Nasdaq Trader Symbol Directory
ASND,Ascendis Pharma A/S - Ordinary Share,NASDAQ,N,N,ASND,Nasdaq Trader Symbol Directory
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",NASDAQ,N,N,ASO,Nasdaq Trader Symbol Directory
ASPI,ASP Isotopes Inc. - Common Stock,NASDAQ,N,N,ASPI,Nasdaq Trader Symbol Directory
ASPN,"Aspen Aerogels, Inc. Common Stock",NYSE,N,N,ASPN,Nasdaq Trader Symbol Directory
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,NASDAQ,N,N,ASPS,Nasdaq Trader Symbol Directory
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",NYSE,N,N,ASR,Nasdaq Trader Symbol Directory
ASRV,AmeriServ Financial Inc. - Common Stock,NASDAQ,N,N,ASRV,Nasdaq Trader Symbol Directory
ASST,"Strive, Inc. - Class A Common Stock",NASDAQ,N,N,ASST,Nasdaq Trader Symbol Directory
ASTC,Astrotech Corporation - Common Stock,NASDAQ,N,N,ASTC,Nasdaq Trader Symbol Directory
ASTE,"Astec Industries, Inc. - Common Stock",NASDAQ,N,N,ASTE,Nasdaq Trader Symbol Directory
ASTH,Astrana Health Inc. - Common Stock,NASDAQ,N,N,ASTH,Nasdaq Trader Symbol Directory
ASTI,"Ascent Solar Technologies, Inc - Common Stock",NASDAQ,N,N,ASTI,Nasdaq Trader Symbol Directory
ASTL,Algoma Steel Group Inc. - Common Shares,NASDAQ,N,N,ASTL,Nasdaq Trader Symbol Directory
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",NASDAQ,N,N,ASTS,Nasdaq Trader Symbol Directory
ASUR,Asure Software Inc - Common Stock,NASDAQ,N,N,ASUR,Nasdaq Trader Symbol Directory
ASYS,"Amtech Systems, Inc. - Common Stock",NASDAQ,N,N,ASYS,Nasdaq Trader Symbol Directory
ATAI,AtaiBeckley Inc. - Common Stock,NASDAQ,N,N,ATAI,Nasdaq Trader Symbol Directory
ATCH,"AtlasClear Holdings, Inc. Common Stock",NYSE American,N,N,ATCH,Nasdaq Trader Symbol Directory
ATCX,Atlas Critical Minerals Corporation - Common Stock,NASDAQ,N,N,ATCX,Nasdaq Trader Symbol Directory
ATEC,"Alphatec Holdings, Inc. - Common Stock",NASDAQ,N,N,ATEC,Nasdaq Trader Symbol Directory
ATEN,"A10 Networks, Inc. Common Stock",NYSE,N,N,ATEN,Nasdaq Trader Symbol Directory
ATER,"Aterian, Inc. - Common Stock",NASDAQ,N,N,ATER,Nasdaq Trader Symbol Directory
ATEX,Anterix Inc. - Common Stock,NASDAQ,N,N,ATEX,Nasdaq Trader Symbol Directory
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,NASDAQ,N,N,ATGL,Nasdaq Trader Symbol Directory
ATHR,"Aether Holdings, Inc. - Common Stock",NASDAQ,N,N,ATHR,Nasdaq Trader Symbol Directory
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,NYSE,N,N,ATHS,Nasdaq Trader Symbol Directory
ATI,ATI Inc. Common Stock,NYSE,N,N,ATI,Nasdaq Trader Symbol Directory
ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,NASDAQ,N,N,ATII,Nasdaq Trader Symbol Directory
ATKR,Atkore Inc. Common Stock,NYSE,N,N,ATKR,Nasdaq Trader Symbol Directory
ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ,N,N,ATLC,Nasdaq Trader Symbol Directory
ATLCL,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,NASDAQ,N,N,ATLCL,Nasdaq Trader Symbol Directory
ATLCZ,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029,NASDAQ,N,N,ATLCZ,Nasdaq Trader Symbol Directory
ATLO,Ames National Corporation - Common Stock,NASDAQ,N,N,ATLO,Nasdaq Trader Symbol Directory
ATLX,Atlas Lithium Corporation - Common Stock,NASDAQ,N,N,ATLX,Nasdaq Trader Symbol Directory
ATMP,iPath Select MLP ETN,Cboe,N,N,ATMP,Nasdaq Trader Symbol Directory
ATMU,Atmus Filtration Technologies Inc. Common Stock,NYSE,N,N,ATMU,Nasdaq Trader Symbol Directory
ATNI,"ATN International, Inc. - Common Stock",NASDAQ,N,N,ATNI,Nasdaq Trader Symbol Directory
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock",NYSE American,N,N,ATNM,Nasdaq Trader Symbol Directory
ATO,Atmos Energy Corporation Common Stock,NYSE,N,N,ATO,Nasdaq Trader Symbol Directory
ATOM,Atomera Incorporated - Common Stock,NASDAQ,N,N,ATOM,Nasdaq Trader Symbol Directory
ATOS,"Atossa Therapeutics, Inc. - Common Stock",NASDAQ,N,N,ATOS,Nasdaq Trader Symbol Directory
ATPC,Agape ATP Corporation - Common Stock,NASDAQ,N,N,ATPC,Nasdaq Trader Symbol Directory
ATR,"AptarGroup, Inc. Common Stock",NYSE,N,N,ATR,Nasdaq Trader Symbol Directory
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,ATRA,Nasdaq Trader Symbol Directory
ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,N,N,ATRC,Nasdaq Trader Symbol Directory
ATRO,Astronics Corporation - Common Stock,NASDAQ,N,N,ATRO,Nasdaq Trader Symbol Directory
ATS,ATS Corporation Common Shares,NYSE,N,N,ATS,Nasdaq Trader Symbol Directory
ATTO,"Attovia Therapeutics, Inc. - Common Stock",NASDAQ,N,N,ATTO,Nasdaq Trader Symbol Directory
ATXG,Addentax Group Corp. - Common Stock,NASDAQ,N,N,ATXG,Nasdaq Trader Symbol Directory
ATYR,"aTyr Pharma, Inc. - Common Stock",NASDAQ,N,N,ATYR,Nasdaq Trader Symbol Directory
AU,AngloGold Ashanti PLC Ordinary Shares,NYSE,N,N,AU,Nasdaq Trader Symbol Directory
AUB,Atlantic Union Bankshares Corporation Common Stock,NYSE,N,N,AUB,Nasdaq Trader Symbol Directory
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,N,N,AUBN,Nasdaq Trader Symbol Directory
AUC,ATIF Holdings Limited - Ordinary Shares,NASDAQ,N,N,AUC,Nasdaq Trader Symbol Directory
AUDC,AudioCodes Ltd. - Ordinary Shares,NASDAQ,N,N,AUDC,Nasdaq Trader Symbol Directory
